16;seq;268686;
16;seq;247708;
16;seq;246447;
16;seq;251358;
16;seq;254736;
16;seq;249789;
16;seq;265009;
16;seq;249178;
16;seq;246708;
16;seq;253165;
16;seq;258158;
32;seq;246946;
32;seq;240318;
32;seq;239498;
32;seq;237907;
32;seq;281112;
32;seq;245153;
32;seq;250684;
32;seq;246129;
32;seq;256843;
32;seq;251874;
32;seq;246529;
32;seq;252790;
32;seq;252035;
32;seq;249813;
32;seq;240700;
32;seq;241034;
32;seq;238027;
32;seq;226421;
32;seq;259819;
32;seq;240074;
32;seq;237854;
32;seq;242120;
32;seq;237021;
32;seq;267521;
32;seq;248883;
32;seq;248792;
32;seq;246016;
32;seq;265891;
32;seq;238534;
32;seq;242404;
64;seq;226741;250272,0333
64;seq;226412;
64;seq;223967;
64;seq;279716;
64;seq;246981;
64;seq;248797;
64;seq;246759;
64;seq;255249;
64;seq;247123;
64;seq;246432;
64;seq;269690;
64;seq;265443;
64;seq;275859;
64;seq;251250;
64;seq;248891;
64;seq;251141;
64;seq;238757;
64;seq;263627;
64;seq;242677;
64;seq;241632;
64;seq;247084;
64;seq;252938;
64;seq;256558;
64;seq;245697;
64;seq;260633;
64;seq;247205;
64;seq;245701;
64;seq;247399;
64;seq;258175;
64;seq;249627;
1;par;16951453;
1;par;12253166;
1;par;4087559;
1;par;4103596;
1;par;3948935;
1;par;3940310;
1;par;5936988;
1;par;3978740;
1;par;4732403;
1;par;3873016;
1;par;3113097;
1;par;3854326;
1;par;1990259;
1;par;3882695;
1;par;1971010;
1;par;1983851;
1;par;1804105;
1;par;1755970;
1;par;1830228;
1;par;2322937;
1;par;1921492;
1;par;1836126;
1;par;1553470;
1;par;1382325;
1;par;1677067;
1;par;1816565;
1;par;1884065;
1;par;1636348;
1;par;1839593;
1;par;1753850;
2;par;1819845;
2;par;1998548;
2;par;1784103;
2;par;1787601;
2;par;2315498;
2;par;1893528;
2;par;1809560;
2;par;1893949;
2;par;2018680;
2;par;2013074;
2;par;1857486;
2;par;1811438;
2;par;2040285;
2;par;1775992;
2;par;1915535;
2;par;1815144;
2;par;1869486;
2;par;2028516;
2;par;1777409;
2;par;1758959;
2;par;1927496;
2;par;1907264;
2;par;1903296;
2;par;2015517;
2;par;2099899;
2;par;1875283;
2;par;1847373;
2;par;1798623;
2;par;1817797;
2;par;1803285;
4;par;3266732;
4;par;2835701;
4;par;3070781;
4;par;2732439;
4;par;2642711;
4;par;3296213;
4;par;2889552;
4;par;3320439;
4;par;2843069;
4;par;3143866;
4;par;2750375;
4;par;2723378;
4;par;2754236;
4;par;2353990;
4;par;2947639;
4;par;2680107;
4;par;2660605;
4;par;2629713;
4;par;2735257;
4;par;2494766;
4;par;2498596;
4;par;2774195;
4;par;2822168;
4;par;2686842;
4;par;3155026;
4;par;2901160;
4;par;3142760;
4;par;2630296;
4;par;2829235;
4;par;2831564;
8;par;4477807;4651263,167
8;par;4718500;
8;par;6791435;
8;par;4745450;
8;par;5462806;
8;par;5165045;
8;par;4798237;
8;par;4713060;
8;par;4911835;
8;par;5006267;
8;par;4269621;
8;par;4726046;
8;par;4417279;
8;par;4645358;
8;par;4693790;
8;par;4409992;
8;par;4557146;
8;par;4373794;
8;par;4716300;
8;par;4482303;
8;par;4696499;
8;par;4564173;
8;par;4292809;
8;par;4202203;
8;par;4592516;
8;par;4481769;
8;par;4158128;
8;par;4003798;
8;par;4051934;
8;par;4411995;
16;par;8468323;
16;par;7716157;
16;par;8761966;
16;par;7244012;
16;par;10541971;
16;par;7821190;
16;par;7683399;
16;par;7392380;
16;par;7321811;
16;par;8036301;
16;par;7947362;
16;par;8790575;
16;par;8038285;
16;par;15314757;
16;par;10049919;
16;par;8539385;
16;par;8103357;
16;par;7625365;
16;par;8515441;
16;par;8304050;
16;par;9496507;
16;par;9208547;
16;par;9012757;
16;par;8721444;
16;par;7159139;
16;par;7182628;
16;par;9038709;
16;par;7373073;
16;par;6621527;
16;par;10188897;
32;par;14187510;
32;par;16929314;
32;par;14291100;
32;par;16441569;
32;par;26076399;
32;par;16234754;
32;par;14862507;
32;par;14845721;
32;par;15908599;
32;par;17650236;
32;par;15961861;
32;par;14492310;
32;par;19837694;
32;par;14307683;
32;par;17702451;
32;par;17201285;
32;par;14728350;
32;par;19862299;
32;par;19113230;
32;par;15969943;
32;par;16367540;
32;par;15795860;
32;par;18284499;
32;par;14587942;
32;par;15911954;
32;par;19897789;
32;par;18119693;
32;par;14156387;
32;par;18712886;
32;par;17427657;
64;par;31660379;34454654,03
64;par;35774564;
64;par;33434471;
64;par;36760887;
64;par;32854112;
64;par;37456222;
64;par;33015825;
64;par;36060572;
64;par;33957293;
64;par;33479478;
64;par;36724968;
64;par;35979164;
64;par;39401336;
64;par;34791039;
64;par;32927903;
64;par;36858282;
64;par;35363649;
64;par;37923974;
64;par;34409654;
64;par;33176693;
64;par;31941657;
64;par;31489938;
64;par;37361452;
64;par;31202586;
64;par;34968341;
64;par;36077181;
64;par;31745839;
64;par;31115047;
64;par;31763409;
64;par;33963706;
